Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Lipidation
P97785,reviewed,GFRA1_MOUSE,GDNF family receptor alpha-1 (GDNF receptor alpha-1) (GDNFR-alpha-1) (GFR-alpha-1) (TGF-beta-related neurotrophic factor receptor 1),Gfra1 Gdnfra Trnr1,Mus musculus (Mouse),468,"LIPID 430; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
P97792,reviewed,CXAR_MOUSE,Coxsackievirus and adenovirus receptor homolog (CAR) (mCAR),Cxadr Car,Mus musculus (Mouse),365,"LIPID 259; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 260; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
P97812,reviewed,IHH_MOUSE,Indian hedgehog protein (IHH) (EC 3.1.-.-) (HHG-2) [Cleaved into: Indian hedgehog protein N-product],Ihh,Mus musculus (Mouse),411,"LIPID 28; /note=""N-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q14623""; LIPID 202; /note=""Cholesterol glycine ester""; /evidence=""ECO:0000250|UniProtKB:Q02936"""
P99029,reviewed,PRDX5_MOUSE,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 2D-0014IV) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",Prdx5 Prdx6,Mus musculus (Mouse),210,"LIPID 96; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P30044"""
Q00LT2,reviewed,PRCD_MOUSE,Photoreceptor disk component PRCD (Progressive rod-cone degeneration protein homolog),Prcd Gm11744,Mus musculus (Mouse),53,"LIPID 2; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000269|PubMed:27509380, ECO:0000305|PubMed:27613864"""
Q01102,reviewed,LYAM3_MOUSE,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),Selp Grmp,Mus musculus (Mouse),768,"LIPID 745; /note=""S-palmitoyl cysteine; alternate""; /evidence=""ECO:0000250|UniProtKB:P16109""; LIPID 745; /note=""S-stearoyl cysteine; alternate""; /evidence=""ECO:0000250|UniProtKB:P16109"""
Q01279,reviewed,EGFR_MOUSE,Epidermal growth factor receptor (EC 2.7.10.1),Egfr,Mus musculus (Mouse),1210,"LIPID 1051; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P00533""; LIPID 1146; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P00533"""
Q01338,reviewed,ADA2A_MOUSE,Alpha-2A adrenergic receptor (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),Adra2a,Mus musculus (Mouse),465,"LIPID 457; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q01514,reviewed,GBP1_MOUSE,Guanylate-binding protein 1 (EC 3.6.1.-) (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (mGBP-1) (mGBP1) (Guanine nucleotide-binding protein 1) (Interferon-gamma-inducible protein MAG-1) (Interferon-induced guanylate-binding protein 1),Gbp1 Gbp-1 Mag-1 Mpa1,Mus musculus (Mouse),589,"LIPID 586; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P32455""; LIPID 586; /note=""S-geranylgeranyl cysteine; partial""; /evidence=""ECO:0000269|PubMed:10888661"""
Q01721,reviewed,GAS1_MOUSE,Growth arrest-specific protein 1 (GAS-1),Gas1 Gas-1,Mus musculus (Mouse),343,"LIPID 315; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q01727,reviewed,MSHR_MOUSE,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),Mc1r Msh-r,Mus musculus (Mouse),315,"LIPID 313; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
Q02152,reviewed,5HT2B_MOUSE,5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (5-HT-2F) (NP75 protein) (Serotonin receptor 2B),Htr2b,Mus musculus (Mouse),479,"LIPID 396; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
Q02496,reviewed,MUC1_MOUSE,Mucin-1 (MUC-1) (Episialin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],Muc1 Muc-1,Mus musculus (Mouse),630,"LIPID 559; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 561; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q04573,reviewed,NPY1R_MOUSE,Neuropeptide Y receptor type 1 (NPY1-R),Npy1r,Mus musculus (Mouse),382,"LIPID 337; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q04736,reviewed,YES_MOUSE,Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes),Yes1 Yes,Mus musculus (Mouse),541,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250""; LIPID 3; /note=""S-palmitoyl cysteine; in membrane form""; /evidence=""ECO:0000250"""
Q05144,reviewed,RAC2_MOUSE,Ras-related C3 botulinum toxin substrate 2 (Protein EN-7) (p21-Rac2),Rac2,Mus musculus (Mouse),192,"LIPID 189; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q08460,reviewed,KCMA1_MOUSE,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (mSlo1) (Slowpoke homolog) (Slo homolog) (mSlo)",Kcnma1 Kcnma,Mus musculus (Mouse),1209,"LIPID 118; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 119; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 121; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q08481,reviewed,PECA1_MOUSE,Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31),Pecam1 Pecam Pecam-1,Mus musculus (Mouse),727,"LIPID 611; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q08857,reviewed,CD36_MOUSE,Platelet glycoprotein 4 (Glycoprotein IIIb) (GPIIIB) (PAS IV) (PAS-4) (Platelet glycoprotein IV) (GPIV) (CD antigen CD36),Cd36,Mus musculus (Mouse),472,"LIPID 3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 7; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 464; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 466; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q0GUM3,reviewed,IRB10_MOUSE,Interferon-gamma-inducible GTPase 10 (Irgb10) (EC 3.6.5.-),Gm12250 Irgb10,Mus musculus (Mouse),417,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000305|PubMed:23785284"""
Q0PMG2,reviewed,MDGA1_MOUSE,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,Mdga1,Mus musculus (Mouse),956,"LIPID 933; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q0QWG9,reviewed,GRD2I_MOUSE,"Delphilin (Glutamate receptor, ionotropic, delta 2-interacting protein 1)",Grid2ip,Mus musculus (Mouse),1203,"LIPID Q0QWG9-2:3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000269|PubMed:16835239"""
Q14BB9,reviewed,MA6D1_MOUSE,MAP6 domain-containing protein 1 (21 kDa STOP-like protein) (SL21),Map6d1,Mus musculus (Mouse),191,"LIPID 5; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 10; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 11; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q14BX2,reviewed,PRS55_MOUSE,Serine protease 55 (EC 3.4.21.-),Prss55,Mus musculus (Mouse),321,"LIPID 294; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q2TBE6,reviewed,P4K2A_MOUSE,Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha),Pi4k2a,Mus musculus (Mouse),479,"LIPID 174; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BTU6""; LIPID 175; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BTU6""; LIPID 177; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BTU6""; LIPID 178; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BTU6"""
Q3TBT3,reviewed,STING_MOUSE,Stimulator of interferon genes protein (mSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (MMITA) (Transmembrane protein 173),Sting1 Eris Mita Mpys Sting Tmem173,Mus musculus (Mouse),378,"LIPID 88; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000269|PubMed:27324217""; LIPID 91; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000269|PubMed:27324217"""
Q3TEL6,reviewed,RN157_MOUSE,E3 ubiquitin ligase Rnf157 (EC 2.3.2.27) (RING finger protein 157) (RING-type E3 ubiquitin transferase Rnf157),Rnf157 Kiaa1917,Mus musculus (Mouse),685,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q3U1F9,reviewed,PHAG1_MOUSE,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane phosphoprotein Cbp),Pag1 Cbp Pag,Mus musculus (Mouse),429,"LIPID 39; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 42; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q3U435,reviewed,MMP25_MOUSE,Matrix metalloproteinase-25 (MMP-25) (EC 3.4.24.-),Mmp25,Mus musculus (Mouse),615,"LIPID 593; /note=""GPI-anchor amidated alanine""; /evidence=""ECO:0000255"""
Q3U5C7,reviewed,PRIC1_MOUSE,Prickle-like protein 1,Prickle1,Mus musculus (Mouse),832,"LIPID 829; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q3UNH4,reviewed,GRIN1_MOUSE,G protein-regulated inducer of neurite outgrowth 1 (GRIN1),Gprin1,Mus musculus (Mouse),932,"LIPID 923; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305|PubMed:15585744""; LIPID 924; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305|PubMed:15585744"""
Q3UP38,reviewed,EFC4B_MOUSE,EF-hand calcium-binding domain-containing protein 4B (Calcium release-activated channel regulator 2A) (Ras-related protein Rab-46),Cracr2a Efcab4b Gm1073 Rab46,Mus musculus (Mouse),726,"LIPID 724; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BSW2"""
Q3UU41,reviewed,SCIMP_MOUSE,SLP adapter and CSK-interacting membrane protein,Scimp,Mus musculus (Mouse),150,"LIPID 29; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q6UWF3""; LIPID 31; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q6UWF3"""
Q3UW53,reviewed,NIBA1_MOUSE,Protein Niban 1 (Protein FAM129A) (Protein Niban),Niban1 Fam129a Niban,Mus musculus (Mouse),926,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q9BZQ8"""
Q3V3I2,reviewed,GNAT3_MOUSE,Guanine nucleotide-binding protein G(t) subunit alpha-3 (Gustducin alpha-3 chain),Gnat3,Mus musculus (Mouse),354,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q4JIM5,reviewed,ABL2_MOUSE,Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG),Abl2 Arg,Mus musculus (Mouse),1182,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P00519"""
Q569Z5,reviewed,DDX46_MOUSE,Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46),Ddx46 Kiaa0801,Mus musculus (Mouse),1032,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q7L014"""
Q5GIG6,reviewed,TNI3K_MOUSE,Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (TNNI3-interacting kinase),Tnni3k Cark,Mus musculus (Mouse),834,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q5SSG5,reviewed,RSLAB_MOUSE,Ras-like protein family member 10B (EC 3.6.5.2),Rasl10b,Mus musculus (Mouse),203,"LIPID 200; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000255"""
Q5SSH7,reviewed,ZZEF1_MOUSE,Zinc finger ZZ-type and EF-hand domain-containing protein 1,Zzef1 Kiaa0399,Mus musculus (Mouse),2924,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:O43149"""
Q5SXY1,reviewed,CYTSB_MOUSE,Cytospin-B (Sperm antigen with calponin homology and coiled-coil domains 1),Specc1 Cytsb Kiaa4061,Mus musculus (Mouse),1067,"LIPID Q5SXY1-3:2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000305"""
Q60610,reviewed,TIAM1_MOUSE,Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1),Tiam1 Tiam-1,Mus musculus (Mouse),1591,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q60612,reviewed,AA1R_MOUSE,Adenosine receptor A1,Adora1,Mus musculus (Mouse),326,"LIPID 309; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
Q60614,reviewed,AA2BR_MOUSE,Adenosine receptor A2b,Adora2b,Mus musculus (Mouse),332,"LIPID 311; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
Q60634,reviewed,FLOT2_MOUSE,Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1 homolog),Flot2 Esa1 M17s1,Mus musculus (Mouse),428,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q14254""; LIPID 4; /note=""S-palmitoyl cysteine; by ZDHHC5""; /evidence=""ECO:0000250""; LIPID 19; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 20; /note=""S-palmitoyl cysteine; by ZDHHC5""; /evidence=""ECO:0000250"""
Q60898,reviewed,SLAP1_MOUSE,Src-like-adapter (Src-like-adapter protein 1) (SLAP-1) (mSLAP),Sla Slap Slap1,Mus musculus (Mouse),281,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:10779329"""
Q60935,reviewed,NAR1_MOUSE,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 1) (ARTC1) (Mono(ADP-ribosyl)transferase 1) (YAC-1) (CD antigen CD296),Art1 Art2,Mus musculus (Mouse),325,"LIPID 290; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q61009,reviewed,SCRB1_MOUSE,Scavenger receptor class B member 1 (SRB1) (SR-BI),Scarb1 Srb1,Mus musculus (Mouse),509,"LIPID 462; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305|PubMed:9614139"""
Q61012,reviewed,GBG1_MOUSE,Guanine nucleotide-binding protein G(T) subunit gamma-T1 (Transducin gamma chain),Gngt1 Gng1,Mus musculus (Mouse),74,"LIPID 71; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000269|PubMed:15609361"""
Q61016,reviewed,GBG7_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,Gng7 Gngt7,Mus musculus (Mouse),68,"LIPID 65; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q61074,reviewed,PPM1G_MOUSE,Protein phosphatase 1G (EC 3.1.3.16) (Fibroblast growth factor-inducible protein 13) (FIN13) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma),Ppm1g Fin13 Ppm1c,Mus musculus (Mouse),542,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:O15355"""
Q61124,reviewed,CLN3_MOUSE,Battenin (Protein CLN3),Cln3,Mus musculus (Mouse),438,"LIPID 435; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q13286"""
Q61330,reviewed,CNTN2_MOUSE,Contactin-2 (Axonal glycoprotein TAG-1) (Axonin-1) (Transient axonal glycoprotein 1) (TAX-1),Cntn2 Tax,Mus musculus (Mouse),1040,"LIPID 1014; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q61391,reviewed,NEP_MOUSE,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10),Mme,Mus musculus (Mouse),750,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P08473"""
Q61410,reviewed,KGP2_MOUSE,cGMP-dependent protein kinase 2 (cGK 2) (cGK2) (EC 2.7.11.12) (cGMP-dependent protein kinase II) (cGKII),Prkg2 Prkgr2,Mus musculus (Mouse),762,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q13237"""
Q61411,reviewed,RASH_MOUSE,"GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",Hras Hras1,Mus musculus (Mouse),189,"LIPID 181; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P01112""; LIPID 184; /note=""S-(15-deoxy-Delta12,14-prostaglandin J2-9-yl)cysteine; alternate""; /evidence=""ECO:0000250|UniProtKB:P01112""; LIPID 184; /note=""S-palmitoyl cysteine; alternate""; /evidence=""ECO:0000250|UniProtKB:P01112""; LIPID 186; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P01112"""
Q61468,reviewed,MSLN_MOUSE,"Mesothelin (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]",Msln Mes Mpf,Mus musculus (Mouse),625,"LIPID 600; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q61475,reviewed,DAF1_MOUSE,"Complement decay-accelerating factor, GPI-anchored (DAF-GPI) (CD antigen CD55)",Cd55 Cd55a Daf Daf1,Mus musculus (Mouse),390,"LIPID 362; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
Q61488,reviewed,DHH_MOUSE,Desert hedgehog protein (DHH) (EC 3.1.-.-) (HHG-3) [Cleaved into: Desert hedgehog protein N-product],Dhh,Mus musculus (Mouse),396,"LIPID 23; /note=""N-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:O43323""; LIPID 198; /note=""Cholesterol glycine ester""; /evidence=""ECO:0000250|UniProtKB:Q62226"""
Q61503,reviewed,5NTD_MOUSE,5'-nucleotidase (5'-NT) (EC 3.1.3.35) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.91) (EC 3.1.3.99) (5'-deoxynucleotidase) (Ecto-5'-nucleotidase) (IMP-specific 5'-nucleotidase) (Thymidylate 5'-phosphatase) (CD antigen CD73),Nt5e Nt5 Nte,Mus musculus (Mouse),576,"LIPID 551; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000250|UniProtKB:P21589"""
Q61616,reviewed,DRD1_MOUSE,D(1A) dopamine receptor (Dopamine D1 receptor),Drd1 Drd1a Gpcr15,Mus musculus (Mouse),446,"LIPID 347; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 351; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q61618,reviewed,AA3R_MOUSE,Adenosine receptor A3 (A3AR),Adora3 Gpcr2,Mus musculus (Mouse),319,"LIPID 304; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
Q61739,reviewed,ITA6_MOUSE,Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)],Itga6,Mus musculus (Mouse),1091,"LIPID 1039; /note=""S-palmitoyl cysteine; by DHHC3""; /evidence=""ECO:0000250"""
Q61762,reviewed,KCNA5_MOUSE,Potassium voltage-gated channel subfamily A member 5 (Voltage-gated potassium channel subunit Kv1.5) (KV1-5),Kcna5,Mus musculus (Mouse),602,"LIPID 337; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000255"""
Q61831,reviewed,MK10_MOUSE,Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10) (EC 2.7.11.24) (MAP kinase p49 3F12) (Stress-activated protein kinase JNK3) (c-Jun N-terminal kinase 3),Mapk10 Jnk3 Prkm10 Serk2,Mus musculus (Mouse),464,"LIPID 462; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 463; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q62083,reviewed,PICK1_MOUSE,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein),Pick1 Prkcabp,Mus musculus (Mouse),416,"LIPID 414; /note=""S-palmitoyl cysteine; by DHHC8""; /evidence=""ECO:0000269|PubMed:24068808"""
Q62108,reviewed,DLG4_MOUSE,Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90),Dlg4 Dlgh4 Psd95,Mus musculus (Mouse),724,"LIPID 3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P31016""; LIPID 5; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P31016"""
Q62159,reviewed,RHOC_MOUSE,Rho-related GTP-binding protein RhoC (Silica-induced gene 61 protein) (SIG-61),Rhoc Arhc,Mus musculus (Mouse),193,"LIPID 190; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q62226,reviewed,SHH_MOUSE,Sonic hedgehog protein (SHH) (EC 3.1.-.-) (HHG-1) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp) (Sonic hedgehog protein 19 kDa product)],Shh Hhg1,Mus musculus (Mouse),437,"LIPID 25; /note=""N-palmitoyl cysteine""; /evidence=""ECO:0000269|PubMed:11486055, ECO:0000269|PubMed:15075292""; LIPID 198; /note=""Cholesterol glycine ester""; /evidence=""ECO:0000269|PubMed:8824192"""
Q62351,reviewed,TFR1_MOUSE,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),Tfrc Trfr,Mus musculus (Mouse),763,"LIPID 67; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q62463,reviewed,V1AR_MOUSE,Vasopressin V1a receptor (V1aR) (AVPR V1a) (Antidiuretic hormone receptor 1a) (Vascular/hepatic-type arginine vasopressin receptor),Avpr1a,Mus musculus (Mouse),423,"LIPID 370; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 371; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q62470,reviewed,ITA3_MOUSE,Integrin alpha-3 (CD49 antigen-like family member C) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain],Itga3,Mus musculus (Mouse),1053,"LIPID 1018; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q63739,reviewed,TP4A1_MOUSE,Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1),Ptp4a1 Prl1,Mus musculus (Mouse),173,"LIPID 170; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000269|PubMed:10747914"""
Q63810,reviewed,CANB1_MOUSE,Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1),Ppp3r1 Cnb,Mus musculus (Mouse),170,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P63098"""
Q63811,reviewed,CANB2_MOUSE,Calcineurin subunit B type 2 (Protein phosphatase 2B regulatory subunit 2) (Protein phosphatase 3 regulatory subunit B beta isoform),Ppp3r2,Mus musculus (Mouse),179,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P63098"""
Q63912,reviewed,OMGP_MOUSE,Oligodendrocyte-myelin glycoprotein,Omg Omgp,Mus musculus (Mouse),440,"LIPID 417; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q64008,reviewed,RAB34_MOUSE,Ras-related protein Rab-34 (Ras-related homolog) (Ras-related protein Rab-39) (Ras-related protein Rah),Rab34 Rab39 Rah Rah1,Mus musculus (Mouse),259,"LIPID 257; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000255""; LIPID 258; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000255"""
